Day,Batch,ID,Title,Body,Depends On,Owner,Labels,Status
4,Receiving & Technical Evaluation,BE-076,BE-076: Receiving/Evaluation Integration Tests,"Write integration tests for Receiving/Evaluation: happy path, validation failures, permission denials, workflow/state violations, and (where stock-affecting) transaction rollback / concurrency.

Depends on: BE-066–BE-075
Batch: 4 - Receiving & Technical Evaluation
Day: 4",BE-066–BE-075,Dev-3,day-4;batch-4;tests;backend,Todo
4,GRN & Inventory Ledger (critical path),BE-077,BE-077: Create GRN Schema,"Design the GRN table(s) in PostgreSQL: columns, primary/foreign keys, unique & check constraints, indexes, created_at/updated_at. Write the migration and add seed/fixture data; unit-test valid and invalid inserts.

Depends on: BE-063, BE-070
Batch: 5 - GRN & Inventory Ledger (critical path)
Day: 4","BE-063, BE-070",Dev-3,day-4;batch-5;schema;backend,Todo
4,GRN & Inventory Ledger (critical path),BE-078,BE-078: Implement GRN Generation Service,"Implement GRN Generation as a service: enforce business rules, call the RBAC middleware for permission checks, persist through the repository/data layer (DB transaction if it touches stock), return standard domain error codes. Keep the controller thin.

Depends on: BE-077, BE-073
Batch: 5 - GRN & Inventory Ledger (critical path)
Day: 4","BE-077, BE-073",Dev-7,day-4;batch-5;service;backend,Todo
4,GRN & Inventory Ledger (critical path),BE-079,BE-079: Implement GRN Create/Finalize APIs,"Expose REST endpoint(s) for GRN Create/Finalize: routes, request DTO validation, controller → service wiring, response envelope & status codes, OpenAPI docs. Add integration tests for success, validation errors and permission denial.

Depends on: BE-078
Batch: 5 - GRN & Inventory Ledger (critical path)
Day: 4",BE-078,Dev-6,day-4;batch-5;api;backend,Todo
4,GRN & Inventory Ledger (critical path),BE-080,BE-080: Implement GRN Document Data/Numbering,"Implement GRN Document Data/Numbering as a service: enforce business rules, call the RBAC middleware for permission checks, persist through the repository/data layer (DB transaction if it touches stock), return standard domain error codes. Keep the controller thin.

Depends on: BE-078 + numbering policy
Batch: 5 - GRN & Inventory Ledger (critical path)
Day: 4",BE-078 + numbering policy,Dev-1 (Platform Lead),day-4;batch-5;service;backend,Todo
4,GRN & Inventory Ledger (critical path),BE-081,BE-081: Create Stock Card Schema,"Design the Stock Card table(s) in PostgreSQL: columns, primary/foreign keys, unique & check constraints, indexes, created_at/updated_at. Write the migration and add seed/fixture data; unit-test valid and invalid inserts.

Depends on: BE-045, BE-041
Batch: 5 - GRN & Inventory Ledger (critical path)
Day: 4","BE-045, BE-041",Dev-4,day-4;batch-5;schema;backend,Todo
4,GRN & Inventory Ledger (critical path),BE-082,BE-082: Create Stock Card Transaction Schema,"Design the Stock Card Transaction table(s) in PostgreSQL: columns, primary/foreign keys, unique & check constraints, indexes, created_at/updated_at. Write the migration and add seed/fixture data; unit-test valid and invalid inserts.

Depends on: BE-081
Batch: 5 - GRN & Inventory Ledger (critical path)
Day: 4",BE-081,Dev-5,day-4;batch-5;schema;backend,Todo
4,GRN & Inventory Ledger (critical path),BE-083,BE-083: Create Bin Card Schema,"Design the Bin Card table(s) in PostgreSQL: columns, primary/foreign keys, unique & check constraints, indexes, created_at/updated_at. Write the migration and add seed/fixture data; unit-test valid and invalid inserts.

Depends on: BE-047, BE-045
Batch: 5 - GRN & Inventory Ledger (critical path)
Day: 4","BE-047, BE-045",Dev-6,day-4;batch-5;schema;backend,Todo
4,GRN & Inventory Ledger (critical path),BE-084,BE-084: Create Bin Transaction Schema,"Design the Bin Transaction table(s) in PostgreSQL: columns, primary/foreign keys, unique & check constraints, indexes, created_at/updated_at. Write the migration and add seed/fixture data; unit-test valid and invalid inserts.

Depends on: BE-083
Batch: 5 - GRN & Inventory Ledger (critical path)
Day: 4",BE-083,Dev-7,day-4;batch-5;schema;backend,Todo
4,GRN & Inventory Ledger (critical path),BE-085,BE-085: Implement Inventory Ledger Service,"Implement Inventory Ledger as a service: enforce business rules, call the RBAC middleware for permission checks, persist through the repository/data layer (DB transaction if it touches stock), return standard domain error codes. Keep the controller thin.

Depends on: BE-081–BE-084
Batch: 5 - GRN & Inventory Ledger (critical path)
Day: 4",BE-081–BE-084,Dev-2 (Auth/RBAC),day-4;batch-5;service;backend,Todo
4,GRN & Inventory Ledger (critical path),BE-086,BE-086: Implement Transaction Posting Engine,"The transactional posting engine: begin a DB transaction, validate quantities/balances, write the movement record, update the derived balance, commit — or roll back entirely on any failure. Every receipt, issue, return, transfer, and adjustment task from Day 4 onward calls this, never writes balances directly.

Depends on: BE-004, BE-085
Batch: 5 - GRN & Inventory Ledger (critical path)
Day: 4","BE-004, BE-085",Dev-3,day-4;batch-5;service;backend,Todo
4,GRN & Inventory Ledger (critical path),BE-087,BE-087: Implement Receipt Stock Posting,"Implement Receipt Stock Posting as a service: enforce business rules, call the RBAC middleware for permission checks, persist through the repository/data layer (DB transaction if it touches stock), return standard domain error codes. Keep the controller thin.

Depends on: BE-079, BE-086
Batch: 5 - GRN & Inventory Ledger (critical path)
Day: 4","BE-079, BE-086",Dev-4,day-4;batch-5;service;backend,Todo
4,GRN & Inventory Ledger (critical path),BE-088,BE-088: Implement Stock Balance Calculation,"Implement Stock Balance Calculation as a service: enforce business rules, call the RBAC middleware for permission checks, persist through the repository/data layer (DB transaction if it touches stock), return standard domain error codes. Keep the controller thin.

Depends on: BE-085, BE-086
Batch: 5 - GRN & Inventory Ledger (critical path)
Day: 4","BE-085, BE-086",Dev-5,day-4;batch-5;service;backend,Todo
4,GRN & Inventory Ledger (critical path),BE-089,BE-089: Implement Bin Balance Calculation,"Implement Bin Balance Calculation as a service: enforce business rules, call the RBAC middleware for permission checks, persist through the repository/data layer (DB transaction if it touches stock), return standard domain error codes. Keep the controller thin.

Depends on: BE-084, BE-086
Batch: 5 - GRN & Inventory Ledger (critical path)
Day: 4","BE-084, BE-086",Dev-6,day-4;batch-5;service;backend,Todo
4,GRN & Inventory Ledger (critical path),BE-090,BE-090: Implement Negative Balance Controls,"Enforce SRS BR: no negative balance unless a specifically approved exception policy exists (see clarification C-14). Reject or flag the transaction otherwise.

Depends on: BE-088, BE-002
Batch: 5 - GRN & Inventory Ledger (critical path)
Day: 4","BE-088, BE-002",Dev-7,day-4;batch-5;service;backend,Todo
4,GRN & Inventory Ledger (critical path),BE-091,BE-091: Implement Stock Movement APIs,"Expose REST endpoint(s) for Stock Movement: routes, request DTO validation, controller → service wiring, response envelope & status codes, OpenAPI docs. Add integration tests for success, validation errors and permission denial.

Depends on: BE-085
Batch: 5 - GRN & Inventory Ledger (critical path)
Day: 4",BE-085,Dev-7,day-4;batch-5;api;backend,Todo
4,GRN & Inventory Ledger (critical path),BE-092,BE-092: Implement Stock Card APIs,"Expose REST endpoint(s) for Stock Card: routes, request DTO validation, controller → service wiring, response envelope & status codes, OpenAPI docs. Add integration tests for success, validation errors and permission denial.

Depends on: BE-081, BE-082, BE-085
Batch: 5 - GRN & Inventory Ledger (critical path)
Day: 4","BE-081, BE-082, BE-085",Dev-1 (Platform Lead),day-4;batch-5;api;backend,Todo
4,GRN & Inventory Ledger (critical path),BE-093,BE-093: Implement Bin Card APIs,"Expose REST endpoint(s) for Bin Card: routes, request DTO validation, controller → service wiring, response envelope & status codes, OpenAPI docs. Add integration tests for success, validation errors and permission denial.

Depends on: BE-083, BE-084, BE-085
Batch: 5 - GRN & Inventory Ledger (critical path)
Day: 4","BE-083, BE-084, BE-085",Dev-2 (Auth/RBAC),day-4;batch-5;api;backend,Todo
4,GRN & Inventory Ledger (critical path),BE-094,BE-094: Implement FIFO Valuation Service,"FIFO cost-layer tracking for valuation (SRS BR-25/C-13 — confirm with Accountant whether FIFO also governs *which* physical lot is issued, or valuation only, before finalizing).

Depends on: BE-086 + valuation policy
Batch: 5 - GRN & Inventory Ledger (critical path)
Day: 4",BE-086 + valuation policy,Dev-1 (Platform Lead),day-4;batch-5;service;backend,Todo
4,GRN & Inventory Ledger (critical path),BE-095,BE-095: GRN/Inventory Transaction Tests,"Write integration tests for GRN/Inventory Transaction Tests: happy path, validation failures, permission denials, workflow/state violations, and (where stock-affecting) transaction rollback / concurrency.

Depends on: BE-079, BE-087–BE-094
Batch: 5 - GRN & Inventory Ledger (critical path)
Day: 4","BE-079, BE-087–BE-094",Dev-4,day-4;batch-5;tests;backend,Todo
5,"Requisition, SIV/ISIV & Issue",BE-096,BE-096: Create Requisition Schema,"Design the Requisition table(s) in PostgreSQL: columns, primary/foreign keys, unique & check constraints, indexes, created_at/updated_at. Write the migration and add seed/fixture data; unit-test valid and invalid inserts.

Depends on: BE-042, BE-045
Batch: 6 - Requisition, SIV/ISIV & Issue
Day: 5","BE-042, BE-045",Dev-2 (Auth/RBAC),day-5;batch-6;schema;backend,Todo
5,"Requisition, SIV/ISIV & Issue",BE-097,BE-097: Create Requisition Lines Schema,"Design the Requisition Lines table(s) in PostgreSQL: columns, primary/foreign keys, unique & check constraints, indexes, created_at/updated_at. Write the migration and add seed/fixture data; unit-test valid and invalid inserts.

Depends on: BE-096, BE-045
Batch: 6 - Requisition, SIV/ISIV & Issue
Day: 5","BE-096, BE-045",Dev-3,day-5;batch-6;schema;backend,Todo
5,"Requisition, SIV/ISIV & Issue",BE-098,BE-098: Implement Requisition Service,"Implement Requisition as a service: enforce business rules, call the RBAC middleware for permission checks, persist through the repository/data layer (DB transaction if it touches stock), return standard domain error codes. Keep the controller thin.

Depends on: BE-096, BE-097, BE-032
Batch: 6 - Requisition, SIV/ISIV & Issue
Day: 5","BE-096, BE-097, BE-032",Dev-6,day-5;batch-6;service;backend,Todo
5,"Requisition, SIV/ISIV & Issue",BE-099,BE-099: Implement Requisition Create API,"Expose REST endpoint(s) for Requisition Create: routes, request DTO validation, controller → service wiring, response envelope & status codes, OpenAPI docs. Add integration tests for success, validation errors and permission denial.

Depends on: BE-098
Batch: 6 - Requisition, SIV/ISIV & Issue
Day: 5",BE-098,Dev-5,day-5;batch-6;api;backend,Todo
5,"Requisition, SIV/ISIV & Issue",BE-100,BE-100: Implement Requisition Approval Routing,"On requisition submit, resolve the configured approval authority (Department Head / PAO) and route for decision; persist decision, reason, and timestamp.

Depends on: BE-098, BE-003
Batch: 6 - Requisition, SIV/ISIV & Issue
Day: 5","BE-098, BE-003",Dev-7,day-5;batch-6;service;backend,Todo
5,"Requisition, SIV/ISIV & Issue",BE-101,BE-101: Implement Requisition Approve/Reject APIs,"Expose REST endpoint(s) for Requisition Approve/Reject: routes, request DTO validation, controller → service wiring, response envelope & status codes, OpenAPI docs. Add integration tests for success, validation errors and permission denial.

Depends on: BE-100
Batch: 6 - Requisition, SIV/ISIV & Issue
Day: 5",BE-100,Dev-6,day-5;batch-6;api;backend,Todo
5,"Requisition, SIV/ISIV & Issue",BE-102,BE-102: Implement Requisition History,"Implement Requisition History as a service: enforce business rules, call the RBAC middleware for permission checks, persist through the repository/data layer (DB transaction if it touches stock), return standard domain error codes. Keep the controller thin.

Depends on: BE-098, BE-017
Batch: 6 - Requisition, SIV/ISIV & Issue
Day: 5","BE-098, BE-017",Dev-1 (Platform Lead),day-5;batch-6;service;backend,Todo
5,"Requisition, SIV/ISIV & Issue",BE-103,BE-103: Create SIV/ISIV Schema,"Design the SIV/ISIV table(s) in PostgreSQL: columns, primary/foreign keys, unique & check constraints, indexes, created_at/updated_at. Write the migration and add seed/fixture data; unit-test valid and invalid inserts.

Depends on: BE-096, BE-041
Batch: 6 - Requisition, SIV/ISIV & Issue
Day: 5","BE-096, BE-041",Dev-4,day-5;batch-6;schema;backend,Todo
5,"Requisition, SIV/ISIV & Issue",BE-104,BE-104: Create SIV/ISIV Lines Schema,"Design the SIV/ISIV Lines table(s) in PostgreSQL: columns, primary/foreign keys, unique & check constraints, indexes, created_at/updated_at. Write the migration and add seed/fixture data; unit-test valid and invalid inserts.

Depends on: BE-103, BE-045
Batch: 6 - Requisition, SIV/ISIV & Issue
Day: 5","BE-103, BE-045",Dev-5,day-5;batch-6;schema;backend,Todo
5,"Requisition, SIV/ISIV & Issue",BE-105,BE-105: Implement SIV/ISIV Service,"Implement SIV/ISIV as a service: enforce business rules, call the RBAC middleware for permission checks, persist through the repository/data layer (DB transaction if it touches stock), return standard domain error codes. Keep the controller thin.

Depends on: BE-103, BE-104, BE-032
Batch: 6 - Requisition, SIV/ISIV & Issue
Day: 5","BE-103, BE-104, BE-032",Dev-2 (Auth/RBAC),day-5;batch-6;service;backend,Todo
5,"Requisition, SIV/ISIV & Issue",BE-106,BE-106: Implement Preliminary SIV/ISIV API,"Expose REST endpoint(s) for Preliminary SIV/ISIV: routes, request DTO validation, controller → service wiring, response envelope & status codes, OpenAPI docs. Add integration tests for success, validation errors and permission denial.

Depends on: BE-101, BE-105
Batch: 6 - Requisition, SIV/ISIV & Issue
Day: 5","BE-101, BE-105",Dev-7,day-5;batch-6;api;backend,Todo
5,"Requisition, SIV/ISIV & Issue",BE-107,BE-107: Implement SIV/ISIV Amendment API,"Expose REST endpoint(s) for SIV/ISIV Amendment: routes, request DTO validation, controller → service wiring, response envelope & status codes, OpenAPI docs. Add integration tests for success, validation errors and permission denial.

Depends on: BE-105, BE-003
Batch: 6 - Requisition, SIV/ISIV & Issue
Day: 5","BE-105, BE-003",Dev-1 (Platform Lead),day-5;batch-6;api;backend,Todo
5,"Requisition, SIV/ISIV & Issue",BE-108,BE-108: Implement SIV/ISIV Approval API,"Expose REST endpoint(s) for SIV/ISIV Approval: routes, request DTO validation, controller → service wiring, response envelope & status codes, OpenAPI docs. Add integration tests for success, validation errors and permission denial.

Depends on: BE-105, BE-032
Batch: 6 - Requisition, SIV/ISIV & Issue
Day: 5","BE-105, BE-032",Dev-2 (Auth/RBAC),day-5;batch-6;api;backend,Todo
5,"Requisition, SIV/ISIV & Issue",BE-109,BE-109: Implement SIV/ISIV Finalization API,"Convert an approved SIV/ISIV into its final, immutable document/reference number and mark it ready for issue posting.

Depends on: BE-108, BE-086
Batch: 6 - Requisition, SIV/ISIV & Issue
Day: 5","BE-108, BE-086",Dev-3,day-5;batch-6;api;backend,Todo
5,"Requisition, SIV/ISIV & Issue",BE-110,BE-110: Implement Issue Posting Service,"Calls the posting engine (BE-086) to reduce stock exactly once when a SIV/ISIV is finalized; must be idempotent against duplicate calls.

Depends on: BE-109, BE-086
Batch: 6 - Requisition, SIV/ISIV & Issue
Day: 5","BE-109, BE-086",Dev-3,day-5;batch-6;service;backend,Todo
5,"Requisition, SIV/ISIV & Issue",BE-111,BE-111: Implement Gate/Dispatch Verification API,"Expose REST endpoint(s) for Gate/Dispatch Verification: routes, request DTO validation, controller → service wiring, response envelope & status codes, OpenAPI docs. Add integration tests for success, validation errors and permission denial.

Depends on: BE-110, BE-032
Batch: 6 - Requisition, SIV/ISIV & Issue
Day: 5","BE-110, BE-032",Dev-4,day-5;batch-6;api;backend,Todo
5,"Requisition, SIV/ISIV & Issue",BE-112,BE-112: Implement Issue Transaction Audit,"Implement Issue Transaction Audit as a service: enforce business rules, call the RBAC middleware for permission checks, persist through the repository/data layer (DB transaction if it touches stock), return standard domain error codes. Keep the controller thin.

Depends on: BE-110, BE-017
Batch: 6 - Requisition, SIV/ISIV & Issue
Day: 5","BE-110, BE-017",Dev-4,day-5;batch-6;service;backend,Todo
5,"Requisition, SIV/ISIV & Issue",BE-113,BE-113: Requisition/Issue Integration Tests,"Write integration tests for Requisition/Issue: happy path, validation failures, permission denials, workflow/state violations, and (where stock-affecting) transaction rollback / concurrency.

Depends on: BE-099–BE-112
Batch: 6 - Requisition, SIV/ISIV & Issue
Day: 5",BE-099–BE-112,Dev-5,day-5;batch-6;tests;backend,Todo
6,Returns & Transfers,BE-114,BE-114: Create Return Schema,"Design the Return table(s) in PostgreSQL: columns, primary/foreign keys, unique & check constraints, indexes, created_at/updated_at. Write the migration and add seed/fixture data; unit-test valid and invalid inserts.

Depends on: BE-103, BE-045
Batch: 7 - Returns & Transfers
Day: 6","BE-103, BE-045",Dev-4,day-6;batch-7;schema;backend,Todo
6,Returns & Transfers,BE-115,BE-115: Create Return Lines Schema,"Design the Return Lines table(s) in PostgreSQL: columns, primary/foreign keys, unique & check constraints, indexes, created_at/updated_at. Write the migration and add seed/fixture data; unit-test valid and invalid inserts.

Depends on: BE-114, BE-045
Batch: 7 - Returns & Transfers
Day: 6","BE-114, BE-045",Dev-5,day-6;batch-7;schema;backend,Todo
6,Returns & Transfers,BE-116,BE-116: Implement Return Service,"Implement Return as a service: enforce business rules, call the RBAC middleware for permission checks, persist through the repository/data layer (DB transaction if it touches stock), return standard domain error codes. Keep the controller thin.

Depends on: BE-114, BE-115, BE-032
Batch: 7 - Returns & Transfers
Day: 6","BE-114, BE-115, BE-032",Dev-4,day-6;batch-7;service;backend,Todo
6,Returns & Transfers,BE-117,BE-117: Implement Return Request APIs,"Expose REST endpoint(s) for Return Request: routes, request DTO validation, controller → service wiring, response envelope & status codes, OpenAPI docs. Add integration tests for success, validation errors and permission denial.

Depends on: BE-116
Batch: 7 - Returns & Transfers
Day: 6",BE-116,Dev-6,day-6;batch-7;api;backend,Todo
6,Returns & Transfers,BE-118,BE-118: Implement Return Evaluation APIs,"Expose REST endpoint(s) for Return Evaluation: routes, request DTO validation, controller → service wiring, response envelope & status codes, OpenAPI docs. Add integration tests for success, validation errors and permission denial.

Depends on: BE-116, BE-071
Batch: 7 - Returns & Transfers
Day: 6","BE-116, BE-071",Dev-7,day-6;batch-7;api;backend,Todo
6,Returns & Transfers,BE-119,BE-119: Implement Return Approval/Disposition APIs,"Expose REST endpoint(s) for Return Approval/Disposition: routes, request DTO validation, controller → service wiring, response envelope & status codes, OpenAPI docs. Add integration tests for success, validation errors and permission denial.

Depends on: BE-118, BE-003
Batch: 7 - Returns & Transfers
Day: 6","BE-118, BE-003",Dev-1 (Platform Lead),day-6;batch-7;api;backend,Todo
6,Returns & Transfers,BE-120,BE-120: Implement Return Stock Posting,"Return stock increases only after approval + known disposition (restock/quarantine/disposal) — never on request creation (SRS BR-13).

Depends on: BE-119, BE-086
Batch: 7 - Returns & Transfers
Day: 6","BE-119, BE-086",Dev-5,day-6;batch-7;service;backend,Todo
6,Returns & Transfers,BE-121,BE-121: Create Transfer Request Schema,"Design the Transfer Request table(s) in PostgreSQL: columns, primary/foreign keys, unique & check constraints, indexes, created_at/updated_at. Write the migration and add seed/fixture data; unit-test valid and invalid inserts.

Depends on: BE-047, BE-045
Batch: 7 - Returns & Transfers
Day: 6","BE-047, BE-045",Dev-6,day-6;batch-7;schema;backend,Todo
6,Returns & Transfers,BE-122,BE-122: Create Transfer Lines Schema,"Design the Transfer Lines table(s) in PostgreSQL: columns, primary/foreign keys, unique & check constraints, indexes, created_at/updated_at. Write the migration and add seed/fixture data; unit-test valid and invalid inserts.

Depends on: BE-121, BE-045
Batch: 7 - Returns & Transfers
Day: 6","BE-121, BE-045",Dev-7,day-6;batch-7;schema;backend,Todo
6,Returns & Transfers,BE-123,BE-123: Implement Transfer Service,"Implement Transfer as a service: enforce business rules, call the RBAC middleware for permission checks, persist through the repository/data layer (DB transaction if it touches stock), return standard domain error codes. Keep the controller thin.

Depends on: BE-121, BE-122, BE-032
Batch: 7 - Returns & Transfers
Day: 6","BE-121, BE-122, BE-032",Dev-6,day-6;batch-7;service;backend,Todo
6,Returns & Transfers,BE-124,BE-124: Implement Transfer Request APIs,"Expose REST endpoint(s) for Transfer Request: routes, request DTO validation, controller → service wiring, response envelope & status codes, OpenAPI docs. Add integration tests for success, validation errors and permission denial.

Depends on: BE-123
Batch: 7 - Returns & Transfers
Day: 6",BE-123,Dev-2 (Auth/RBAC),day-6;batch-7;api;backend,Todo
6,Returns & Transfers,BE-125,BE-125: Implement Transfer Approval API,"Expose REST endpoint(s) for Transfer Approval: routes, request DTO validation, controller → service wiring, response envelope & status codes, OpenAPI docs. Add integration tests for success, validation errors and permission denial.

Depends on: BE-123, BE-003
Batch: 7 - Returns & Transfers
Day: 6","BE-123, BE-003",Dev-3,day-6;batch-7;api;backend,Todo
6,Returns & Transfers,BE-126,BE-126: Implement Transfer Execution Posting,"Calls the posting engine for both the source (decrease) and destination (increase) legs of a transfer as one atomic operation (SRS BR-15).

Depends on: BE-125, BE-086
Batch: 7 - Returns & Transfers
Day: 6","BE-125, BE-086",Dev-7,day-6;batch-7;service;backend,Todo
6,Returns & Transfers,BE-127,BE-127: Implement Transfer Source/Destination Validation,"Validate source availability, destination validity, quantity and approval before allowing BE-126 to post; block transfers that would corrupt balances.

Depends on: BE-126, BE-088, BE-089
Batch: 7 - Returns & Transfers
Day: 6","BE-126, BE-088, BE-089",Dev-1 (Platform Lead),day-6;batch-7;service;backend,Todo
6,Returns & Transfers,BE-128,BE-128: Return/Transfer Integration Tests,"Write integration tests for Return/Transfer: happy path, validation failures, permission denials, workflow/state violations, and (where stock-affecting) transaction rollback / concurrency.

Depends on: BE-120, BE-124–BE-127
Batch: 7 - Returns & Transfers
Day: 6","BE-120, BE-124–BE-127",Dev-2 (Auth/RBAC),day-6;batch-7;tests;backend,Todo
6,"Assets, Shelf Life & Disposal",BE-129,BE-129: Create Fixed Assets Schema,"Design the Fixed Assets table(s) in PostgreSQL: columns, primary/foreign keys, unique & check constraints, indexes, created_at/updated_at. Write the migration and add seed/fixture data; unit-test valid and invalid inserts.

Depends on: BE-077, BE-045, BE-047
Batch: 8 - Assets, Shelf Life & Disposal
Day: 6","BE-077, BE-045, BE-047",Dev-1 (Platform Lead),day-6;batch-8;schema;backend,Todo
6,"Assets, Shelf Life & Disposal",BE-130,BE-130: Implement Asset Registration Service/API,"Expose REST endpoint(s) for Asset Registration Service/API: routes, request DTO validation, controller → service wiring, response envelope & status codes, OpenAPI docs. Add integration tests for success, validation errors and permission denial.

Depends on: BE-129, BE-032
Batch: 8 - Assets, Shelf Life & Disposal
Day: 6","BE-129, BE-032",Dev-4,day-6;batch-8;api;backend,Todo
6,"Assets, Shelf Life & Disposal",BE-131,BE-131: Implement Asset Lifecycle API,"Expose REST endpoint(s) for Asset Lifecycle: routes, request DTO validation, controller → service wiring, response envelope & status codes, OpenAPI docs. Add integration tests for success, validation errors and permission denial.

Depends on: BE-130
Batch: 8 - Assets, Shelf Life & Disposal
Day: 6",BE-130,Dev-5,day-6;batch-8;api;backend,Todo
6,"Assets, Shelf Life & Disposal",BE-132,BE-132: Create Shelf-Life Schema,"Design the Shelf-Life table(s) in PostgreSQL: columns, primary/foreign keys, unique & check constraints, indexes, created_at/updated_at. Write the migration and add seed/fixture data; unit-test valid and invalid inserts.

Depends on: BE-045
Batch: 8 - Assets, Shelf Life & Disposal
Day: 6",BE-045,Dev-2 (Auth/RBAC),day-6;batch-8;schema;backend,Todo
6,"Assets, Shelf Life & Disposal",BE-133,BE-133: Implement Shelf-Life Monitoring Service,"Implement Shelf-Life Monitoring as a service: enforce business rules, call the RBAC middleware for permission checks, persist through the repository/data layer (DB transaction if it touches stock), return standard domain error codes. Keep the controller thin.

Depends on: BE-132
Batch: 8 - Assets, Shelf Life & Disposal
Day: 6",BE-132,Dev-2 (Auth/RBAC),day-6;batch-8;service;backend,Todo
6,"Assets, Shelf Life & Disposal",BE-134,BE-134: Implement Expiry/Status Rules,"Compute shelf-life/expiry status from configured thresholds and item dates (needs organization-approved thresholds — clarification C-11).

Depends on: BE-133 + policy
Batch: 8 - Assets, Shelf Life & Disposal
Day: 6",BE-133 + policy,Dev-3,day-6;batch-8;service;backend,Todo
6,"Assets, Shelf Life & Disposal",BE-135,BE-135: Implement Disposal Candidate Detection,"Combine expiry/status + damage signals to generate disposal candidates automatically, without hard-deleting or silently changing stock status.

Depends on: BE-133, BE-134
Batch: 8 - Assets, Shelf Life & Disposal
Day: 6","BE-133, BE-134",Dev-4,day-6;batch-8;service;backend,Todo
6,"Assets, Shelf Life & Disposal",BE-136,BE-136: Create Disposal Request Schema,"Design the Disposal Request table(s) in PostgreSQL: columns, primary/foreign keys, unique & check constraints, indexes, created_at/updated_at. Write the migration and add seed/fixture data; unit-test valid and invalid inserts.

Depends on: BE-135
Batch: 8 - Assets, Shelf Life & Disposal
Day: 6",BE-135,Dev-3,day-6;batch-8;schema;backend,Todo
6,"Assets, Shelf Life & Disposal",BE-137,BE-137: Implement Disposal Request API,"Expose REST endpoint(s) for Disposal Request: routes, request DTO validation, controller → service wiring, response envelope & status codes, OpenAPI docs. Add integration tests for success, validation errors and permission denial.

Depends on: BE-136, BE-032
Batch: 8 - Assets, Shelf Life & Disposal
Day: 6","BE-136, BE-032",Dev-6,day-6;batch-8;api;backend,Todo
6,"Assets, Shelf Life & Disposal",BE-138,BE-138: Implement Disposal Approval/Decision API,"Expose REST endpoint(s) for Disposal Approval/Decision: routes, request DTO validation, controller → service wiring, response envelope & status codes, OpenAPI docs. Add integration tests for success, validation errors and permission denial.

Depends on: BE-137, BE-003
Batch: 8 - Assets, Shelf Life & Disposal
Day: 6","BE-137, BE-003",Dev-7,day-6;batch-8;api;backend,Todo
6,"Assets, Shelf Life & Disposal",BE-139,BE-139: Implement Disposal Execution Service,"Implement Disposal Execution as a service: enforce business rules, call the RBAC middleware for permission checks, persist through the repository/data layer (DB transaction if it touches stock), return standard domain error codes. Keep the controller thin.

Depends on: BE-138, BE-086
Batch: 8 - Assets, Shelf Life & Disposal
Day: 6","BE-138, BE-086",Dev-5,day-6;batch-8;service;backend,Todo
6,"Assets, Shelf Life & Disposal",BE-140,BE-140: Implement Disposal Evidence/Completion API,"Expose REST endpoint(s) for Disposal Evidence/Completion: routes, request DTO validation, controller → service wiring, response envelope & status codes, OpenAPI docs. Add integration tests for success, validation errors and permission denial.

Depends on: BE-139
Batch: 8 - Assets, Shelf Life & Disposal
Day: 6",BE-139,Dev-1 (Platform Lead),day-6;batch-8;api;backend,Todo
6,"Assets, Shelf Life & Disposal",BE-141,BE-141: Asset/Shelf-Life/Disposal Integration Tests,"Write integration tests for Asset/Shelf-Life/Disposal: happy path, validation failures, permission denials, workflow/state violations, and (where stock-affecting) transaction rollback / concurrency.

Depends on: BE-130–BE-140
Batch: 8 - Assets, Shelf Life & Disposal
Day: 6",BE-130–BE-140,Dev-3,day-6;batch-8;tests;backend,Todo
7,"Stock Taking, Reports, Notifications & Final Integration",BE-142,BE-142: Create Stock-Taking Schema,"Design the Stock-Taking table(s) in PostgreSQL: columns, primary/foreign keys, unique & check constraints, indexes, created_at/updated_at. Write the migration and add seed/fixture data; unit-test valid and invalid inserts.

Depends on: BE-047, BE-081
Batch: 9 - Stock Taking, Reports, Notifications & Final Integration
Day: 7","BE-047, BE-081",Dev-6,day-7;batch-9;schema;backend,Todo
7,"Stock Taking, Reports, Notifications & Final Integration",BE-143,BE-143: Create Stock-Taking Lines Schema,"Design the Stock-Taking Lines table(s) in PostgreSQL: columns, primary/foreign keys, unique & check constraints, indexes, created_at/updated_at. Write the migration and add seed/fixture data; unit-test valid and invalid inserts.

Depends on: BE-142, BE-045
Batch: 9 - Stock Taking, Reports, Notifications & Final Integration
Day: 7","BE-142, BE-045",Dev-7,day-7;batch-9;schema;backend,Todo
7,"Stock Taking, Reports, Notifications & Final Integration",BE-144,BE-144: Implement Stock-Taking Service/API,"Expose REST endpoint(s) for Stock-Taking Service/API: routes, request DTO validation, controller → service wiring, response envelope & status codes, OpenAPI docs. Add integration tests for success, validation errors and permission denial.

Depends on: BE-142, BE-143, BE-032
Batch: 9 - Stock Taking, Reports, Notifications & Final Integration
Day: 7","BE-142, BE-143, BE-032",Dev-5,day-7;batch-9;api;backend,Todo
7,"Stock Taking, Reports, Notifications & Final Integration",BE-145,BE-145: Implement Physical Count and Variance Calculation,"Stock-take session captures physical counts per line; compute variance = physical − system; require authorized reconciliation before any adjustment posts (SRS BR-19).

Depends on: BE-144, BE-088
Batch: 9 - Stock Taking, Reports, Notifications & Final Integration
Day: 7","BE-144, BE-088",Dev-1 (Platform Lead),day-7;batch-9;service;backend,Todo
